sample_alias;host_scientific_name;host_sex;sample_site_ID;suborder_host;latitude;geographic_location_country;longitude;host_tax_id;collection_date;sample_title;sample_description;project_name;env_broad_scale;env_local_scale;env_medium;geo_loc_name;Elevation;scientific_name;tax_id
MEP4-F12;Euthystira_brachyptera;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;294354;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-F2;Ruspolia_nitidula;M;B2;Ensifera;46.26847275;Switzerland;7.032514702;62786;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-F3;Stenobothrus_lineatus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-F4;Phaneroptera_falcata;M;B2;Ensifera;46.26847275;Switzerland;7.032514702;396409;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-F5;Metrioptera_saussuriana;M;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-F6;Stauroderus_scalaris;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-F7;Chorthippus_parallelus;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-F8;Chorthippus_biguttulus;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;270253;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-F9;Chorthippus_biguttulus;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-G1;Stauroderus_scalaris;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-G10;Omocestus_viridulus;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-G11;Stenobothrus_lineatus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-G12;Chorthippus_parallelus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-G2;Chorthippus_biguttulus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;270253;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-G3;Podisma_pedestris;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-G4;Stenobothrus_lineatus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-G5;Stauroderus_scalaris;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;7019;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-G6;Stenobothrus_lineatus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-G7;Metrioptera_saussuriana;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-G8;Platycleis_albopunctata;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;470653;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-G9;Pholidoptera_griseoaptera;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;302092;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-H1;Chorthippus_parallelus;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-H10;Mecostethus_parapleurus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;243010;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-H11;Metrioptera_roeselii;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;494379;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-H12;Chorthippus_biguttulus;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;270253;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-H2;Metrioptera_saussuriana;M;B8;Ensifera;46.26791258;Switzerland;7.162490295;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-H3;Chorthippus_parallelus;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-H4;Euthystira_brachyptera;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;294354;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-H5;Oedipoda_caerulescens;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58615;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-H6;Pholidoptera_griseoaptera;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;302092;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-H7;Stauroderus_scalaris;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;7019;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-H8;Oedipoda_caerulescens;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;58615;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-H9;Gomphocerippus_rufus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
